climate_model,data_id,model,quantile,reference_period_end_year,reference_period_start_year,region,scenario,stage,todo,unit,variable,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
MAGICC7,47d205a5-0b61-4699-9203-881822053f71,IMAGE,0.5,,,World,SSP119,climate,not_relevant,10^22 J,Heat Content,45.427589999999995,46.56404,47.636610000000005,48.744135,50.015405,51.36947,52.714079999999996,53.926465,55.140010000000004,56.328869999999995,57.483145,58.60019,59.675115,60.927220000000005,62.191950000000006,63.461965,64.67188,66.087255,67.64845,69.18271999999999,70.589035,72.00101000000001,73.395075,74.90009,76.30598499999999,77.78538,79.29630499999999,80.853995,82.36615,83.83922,85.46131,87.13774000000001,88.878585,90.28202,91.651775,93.331815,94.84827999999999,96.35954,97.61711,98.96171000000001,100.59804,101.989745,103.35774,104.707795,106.04487,107.36551,108.664265,109.826765,111.07288,112.23784,113.43818999999999,114.69533000000001,115.88761500000001,116.912515,118.082965,119.205545,120.34430499999999,121.21968,122.03968499999999,123.02424500000001,124.093655,125.07243,125.80515,126.7302,127.81777,128.71687500000002,129.48435,130.37044500000002,131.210655,132.085145,132.91433999999998,133.69387999999998,134.494865,135.35196,136.146645,136.93702000000002,137.73125,138.38822499999998,138.871035,139.41032,140.09241,140.77041,141.43262,142.12819000000002,142.75955499999998,143.48082,144.091455,144.70911999999998,145.250365,145.77136000000002,146.290795,146.879655,147.45478500000002,147.893045,148.45039,148.919425,149.39094999999998,149.86736,150.298485,150.731235,151.32021,151.76307500000001,152.118775,152.419035,152.69554499999998,152.99336499999998
MAGICC7,47d205a5-0b61-4699-9203-881822053f71,IMAGE,0.5,,,World,SSP119,climate,not_relevant,10^22 J,Heat Content|Ocean,40.188815000000005,41.36768,42.21368,43.201025,44.37523,45.668665000000004,46.87598,48.01939,49.032035,50.11465,51.129419999999996,52.14056,53.143135,54.258245,55.466555,56.56782,57.73477,58.84616,59.980205,61.196855,62.4571,63.70351,64.859465,66.08717,67.3312,68.61436,69.78657000000001,71.22554,72.61159,74.06033,75.421535,76.749285,78.00585,79.23700500000001,80.56774,81.696305,82.903505,84.09827,85.33734,86.65705500000001,88.140695,89.352625,90.428815,91.53101000000001,92.800475,93.90316,94.821535,95.65921,96.7183,97.59329500000001,98.31331499999999,99.40756999999999,100.42159000000001,101.45315500000001,102.375125,103.305755,104.142845,104.8466,105.676935,106.29667,107.094155,107.796985,108.440015,109.05579,109.7761,110.48751,111.092525,111.799465,112.48509,113.15581,113.74521,114.272825,114.91624999999999,115.60371,116.33182500000001,116.91613000000001,117.440895,118.002655,118.700815,119.33530999999999,119.899495,120.375095,120.91768,121.53726499999999,122.109665,122.68286,123.23996,123.78405000000001,124.33457,124.86356,125.36322,125.824715,126.29402,126.617805,126.89993,127.355455,127.883685,128.37254000000001,128.732135,128.969335,129.271685,129.623855,129.939955,130.249105,130.49411500000002,130.79385000000002
MAGICC7,47d205a5-0b61-4699-9203-881822053f71,IMAGE,0.5,,,World,SSP119,climate,not_relevant,GtC,CO2_ATMOS_POOL,764.7874,768.53662,771.184,776.87576,780.93494,783.65238,786.93878,791.5287,796.99755,800.3434,804.41956,808.88423,812.26617,816.8009,820.07244,825.24619,829.97411,834.37297,840.12418,843.99228,849.09173,854.97698,860.7484850000001,866.4897000000001,872.187335,877.879805,883.5854300000001,888.8470199999999,893.641985,898.03303,902.06587,905.69223,908.9430749999999,911.9414300000001,914.61648,916.9630050000001,918.909335,920.81108,922.393145,923.79785,925.01953,925.81881,926.57438,927.0011,927.27425,927.276715,927.06636,926.748655,926.320845,925.61555,924.680885,923.697215,922.519315,921.3831749999999,920.129765,918.534015,916.959175,915.491635,913.842645,912.1675949999999,910.37654,908.56415,906.720795,904.99738,903.05135,901.20847,899.40273,897.580895,895.65274,893.90661,892.262765,890.4736800000001,888.663395,886.8489999999999,884.95278,882.856025,880.974185,879.06816,877.05408,874.703355,872.69992,870.7999,868.8894849999999,866.98467,864.81456,862.87372,860.656185,858.466005,856.231005,854.06129,851.8750299999999,849.587395,847.1818049999999,844.65605,842.334955,840.0468800000001,837.791395,835.35527,832.94695,830.3135199999999,827.78806,825.20652,822.7525949999999,820.3086149999999,817.83893,815.328165
MAGICC7,47d205a5-0b61-4699-9203-881822053f71,IMAGE,0.5,,,World,SSP119,climate,not_relevant,GtC / yr,CO2I_INVERSE_EMMS,6.2588799999999996,5.100775,7.22029,6.67779,5.506075,5.914645,7.449335,8.386835,6.658555,7.114565,7.59727,6.567165,7.790875,6.950340000000001,8.672525,8.277905,7.99966,9.29137,7.64808,8.582609999999999,9.608495,9.699864999999999,9.78161,9.836794999999999,9.889675,9.9408,9.589795,9.226320000000001,8.84572,8.463875,8.078435,7.700175,7.320825,6.944045,6.562165,6.178285,5.80422,5.442159999999999,5.0829,4.72164,4.351179999999999,3.987235,3.6168750000000003,3.25496,2.888635,2.5248,2.352255,2.18311,2.0148,1.846395,1.6796600000000002,1.5079099999999999,1.3369749999999998,1.16259,0.9869749999999999,0.814605,0.7325900000000001,0.6516200000000001,0.572515,0.49532,0.41921,0.34018,0.25495,0.17435,0.095245,0.011905,-0.06043,-0.13071,-0.199985,-0.269875,-0.339725,-0.40720500000000004,-0.479005,-0.5536000000000001,-0.62985,-0.703005,-0.77295,-0.839955,-0.90811,-0.97785,-1.045915,-1.114745,-1.182405,-1.2494049999999999,-1.3186849999999999,-1.38996,-1.478915,-1.56548,-1.65316,-1.73775,-1.825195,-1.909735,-1.992835,-2.07749,-2.1609,-2.24465,-2.332375,-2.41877,-2.51208,-2.601635,-2.68634,-2.7717,-2.8556049999999997,-2.940685,-3.02385,-3.10731
MAGICC7,47d205a5-0b61-4699-9203-881822053f71,IMAGE,0.5,,,World,SSP119,climate,not_relevant,GtC / yr,Net Atmosphere to Land Flux|CO2,0.89669,0.9128400000000001,0.07273,1.0082149999999999,1.0768149999999999,1.0285250000000001,1.2729050000000002,1.24463,1.4841600000000001,1.26676,1.383045,1.3794650000000002,1.486815,1.8894799999999998,1.76715,1.772155,1.75749,1.7264650000000001,1.8905750000000001,1.6524,1.900055,1.9947,2.058535,2.1187899999999997,2.164265,2.207185,2.27895,2.3213600000000003,2.35832,2.3796,2.394155,2.40396,2.41097,2.40885,2.401245,2.394655,2.2897,2.195965,2.107275,2.01835,1.934785,1.85998,1.7940800000000001,1.721365,1.67224,1.59823,1.613025,1.6344699999999999,1.6405150000000002,1.65408,1.659725,1.6654200000000001,1.6612550000000001,1.653355,1.6424850000000002,1.64959,1.60529,1.57652,1.5444200000000001,1.499095,1.457335,1.410055,1.361285,1.318855,1.27516,1.239135,1.19182,1.1494499999999999,1.109265,1.068715,1.02706,0.9847049999999999,0.940145,0.896065,0.8550150000000001,0.8189299999999999,0.79051,0.758615,0.72672,0.692405,0.6589149999999999,0.623285,0.588015,0.55143,0.51449,0.47945000000000004,0.43967500000000004,0.40029,0.36211,0.32347000000000004,0.287245,0.252565,0.21636,0.17946,0.14687,0.11003,0.083775,0.057815,0.021804999999999998,-0.022535,-0.06371,-0.10009,-0.13238,-0.166405,-0.19507000000000002,-0.219085
MAGICC7,47d205a5-0b61-4699-9203-881822053f71,IMAGE,0.5,,,World,SSP119,climate,not_relevant,GtC / yr,Net Atmosphere to Ocean Flux|CO2,1.746425,1.68019,1.602285,1.772735,1.83527,1.71173,1.6784,1.7848,1.9411450000000001,1.924485,1.910025,1.97489,1.958145,1.98746,1.9597799999999999,2.019955,2.1009650000000004,2.0801800000000004,2.1644750000000004,2.1378,2.1562799999999998,2.268255,2.335865,2.369605,2.39758,2.423045,2.4410600000000002,2.425235,2.3926,2.35748,2.32007,2.28571,2.24491,2.1973000000000003,2.14601,2.09034,2.03833,1.9974750000000001,1.954385,1.9072149999999999,1.850875,1.801875,1.75401,1.7108150000000002,1.66586,1.62493,1.57703,1.5320200000000002,1.4854699999999998,1.437765,1.38985,1.338425,1.29132,1.2454749999999999,1.2043249999999999,1.166785,1.13159,1.0970550000000001,1.066685,1.036765,1.005245,0.97229,0.93649,0.90829,0.8817550000000001,0.8558300000000001,0.8336,0.8139000000000001,0.792665,0.769895,0.746135,0.7213499999999999,0.6920200000000001,0.66076,0.63639,0.617235,0.59883,0.5839049999999999,0.5650599999999999,0.54347,0.52166,0.49917500000000004,0.47743,0.453955,0.42761000000000005,0.40273,0.379105,0.358575,0.33911,0.31999500000000003,0.29868,0.281235,0.26097499999999996,0.23812,0.21406999999999998,0.18667,0.157395,0.13017499999999999,0.10269,0.08211,0.06332499999999999,0.04134500000000001,0.019479999999999997,-0.00417,-0.029060000000000002,-0.05628
MAGICC7,47d205a5-0b61-4699-9203-881822053f71,IMAGE,0.5,,,World,SSP119,climate,not_relevant,W/m^2,Effective Radiative Forcing,1.695775,1.7933,1.6814,1.838495,2.0182599999999997,2.0626249999999997,2.0812,2.057505,2.0765,2.0700950000000002,2.04684,2.099255,2.12212,2.242005,2.2805299999999997,2.28266,2.42251,2.462735,2.54516,2.53574,2.56062,2.5881049999999997,2.63618,2.682085,2.73328,2.786825,2.8655299999999997,2.9375150000000003,2.99316,3.03543,3.0607100000000003,3.0793850000000003,3.1017349999999997,3.12629,3.147385,3.15103,3.134985,3.136795,3.15489,3.17936,3.1782899999999996,3.18675,3.16998,3.16244,3.135525,3.108575,3.084745,3.0673500000000002,3.056955,3.05584,3.068925,3.07146,3.07925,3.0663,3.0328,2.989725,2.9568899999999996,2.9281699999999997,2.903065,2.8890000000000002,2.88668,2.88903,2.872695,2.8621350000000003,2.84994,2.81556,2.78479,2.7580999999999998,2.73807,2.721755,2.71282,2.719425,2.72857,2.726645,2.7053700000000003,2.678325,2.649295,2.626115,2.60604,2.5807,2.564355,2.54915,2.53906,2.535955,2.5379199999999997,2.53411,2.51914,2.502605,2.474275,2.45512,2.4195349999999998,2.394375,2.378705,2.364895,2.363685,2.37043,2.3692650000000004,2.373955,2.3508,2.31837,2.2885,2.255595,2.2351349999999996,2.215415,2.20751,2.21055
MAGICC7,47d205a5-0b61-4699-9203-881822053f71,IMAGE,0.5,,,World,SSP119,climate,not_relevant,W/m^2,Effective Radiative Forcing|Aerosols,-1.224715,-1.1544699999999999,-1.28644,-1.3005200000000001,-1.153755,-1.10778,-1.105985,-1.18876,-1.201545,-1.205235,-1.233465,-1.2344650000000001,-1.24254,-1.181095,-1.152685,-1.209625,-1.16276,-1.20206,-1.153315,-1.196415,-1.1812049999999998,-1.1486399999999999,-1.114215,-1.076895,-1.03991,-1.00068,-0.96353,-0.91902,-0.8759600000000001,-0.83314,-0.7871900000000001,-0.74133,-0.6956249999999999,-0.650915,-0.5985750000000001,-0.5688850000000001,-0.55765,-0.547165,-0.536605,-0.5258050000000001,-0.515085,-0.504305,-0.491375,-0.47872499999999996,-0.4661,-0.45515,-0.443395,-0.43252500000000005,-0.42133,-0.409285,-0.39624000000000004,-0.382995,-0.369965,-0.35755499999999996,-0.345465,-0.33525499999999997,-0.330855,-0.32577500000000004,-0.321205,-0.31693000000000005,-0.31278,-0.307465,-0.301925,-0.296655,-0.29209,-0.28907499999999997,-0.28542,-0.28134499999999996,-0.276435,-0.27143,-0.26680000000000004,-0.26349,-0.25949,-0.255755,-0.25195999999999996,-0.24729,-0.24186,-0.235935,-0.23086,-0.22532000000000002,-0.22028999999999999,-0.21481,-0.20878999999999998,-0.20305,-0.197865,-0.193005,-0.18923,-0.18532500000000002,-0.181745,-0.177085,-0.173395,-0.1688,-0.16482,-0.161055,-0.155525,-0.150505,-0.14489,-0.13947500000000002,-0.13413,-0.129135,-0.12294,-0.11671999999999999,-0.110205,-0.10447000000000001,-0.0978,-0.09314
MAGICC7,47d205a5-0b61-4699-9203-881822053f71,IMAGE,0.5,,,World,SSP119,climate,not_relevant,W/m^2,Effective Radiative Forcing|Aerosols|Direct Effect,-0.35824500000000004,-0.356085,-0.363605,-0.365585,-0.35116,-0.35345000000000004,-0.35026999999999997,-0.342605,-0.34612,-0.350225,-0.35507500000000003,-0.34911,-0.343285,-0.332585,-0.31818,-0.31043,-0.308885,-0.307955,-0.30752500000000005,-0.311,-0.30999,-0.30317,-0.295935,-0.29001,-0.28364500000000004,-0.275555,-0.266515,-0.258925,-0.25038499999999997,-0.244545,-0.238045,-0.230515,-0.22288000000000002,-0.21352500000000002,-0.204485,-0.197085,-0.19720500000000002,-0.19752999999999998,-0.19607,-0.1961,-0.19671,-0.19764500000000002,-0.19480999999999998,-0.19574999999999998,-0.19553500000000001,-0.194675,-0.19241999999999998,-0.19155,-0.18746,-0.185705,-0.1835,-0.181705,-0.17919000000000002,-0.17781000000000002,-0.176495,-0.17484,-0.173895,-0.17315999999999998,-0.17272500000000002,-0.17213,-0.17146,-0.170575,-0.16994,-0.16949,-0.16847499999999999,-0.16769,-0.16661,-0.16547,-0.164495,-0.163595,-0.162925,-0.16219,-0.1612,-0.160335,-0.159455,-0.15808,-0.156365,-0.15446500000000002,-0.15249000000000001,-0.15063,-0.14853,-0.14676,-0.144645,-0.142965,-0.14071,-0.13967000000000002,-0.13844499999999998,-0.13688499999999998,-0.13535999999999998,-0.13385,-0.13235,-0.131035,-0.12979000000000002,-0.12841000000000002,-0.12719,-0.125585,-0.124535,-0.12273,-0.12082999999999999,-0.118685,-0.11705,-0.115105,-0.11345,-0.11185,-0.11037,-0.10862
MAGICC7,47d205a5-0b61-4699-9203-881822053f71,IMAGE,0.5,,,World,SSP119,climate,not_relevant,W/m^2,Effective Radiative Forcing|Aerosols|Indirect Effect,-0.81891,-0.750105,-0.88036,-0.89849,-0.76451,-0.71253,-0.714275,-0.7991,-0.810795,-0.810095,-0.83401,-0.83666,-0.852425,-0.7930900000000001,-0.77272,-0.84576,-0.79044,-0.837545,-0.78694,-0.833885,-0.8228800000000001,-0.793705,-0.768015,-0.74568,-0.720605,-0.692825,-0.662555,-0.630335,-0.597515,-0.56509,-0.53165,-0.49555,-0.457855,-0.417535,-0.377495,-0.35117,-0.34109500000000004,-0.33114,-0.321035,-0.31072,-0.300005,-0.28967,-0.27921,-0.268065,-0.257135,-0.24753999999999998,-0.23807499999999998,-0.227535,-0.21751500000000001,-0.20764,-0.19864500000000002,-0.187045,-0.17608000000000001,-0.166145,-0.15597,-0.14891,-0.14576,-0.141535,-0.13785,-0.13398,-0.13045,-0.126055,-0.122035,-0.11871000000000001,-0.115005,-0.111805,-0.10909,-0.10543,-0.102235,-0.09945999999999999,-0.09711,-0.09413,-0.09132499999999999,-0.088585,-0.08618500000000001,-0.083375,-0.07869000000000001,-0.074905,-0.07103999999999999,-0.067415,-0.063955,-0.05921,-0.055395,-0.051614999999999994,-0.04754,-0.044555,-0.041679999999999995,-0.039209999999999995,-0.035705,-0.03257,-0.02927,-0.02662,-0.023969999999999998,-0.021115000000000002,-0.01781,-0.014950000000000001,-0.011145,-0.007904999999999999,-0.00499,-0.002295,0.00020500000000000002,0.00336,0.0061600000000000005,0.010035,0.012490000000000001,0.015365
